Ig Inq,Tipo Procedimento,Situação Instauracao ,Tipo Elucidação,Data Instauração,Data Remessa,Desc Fato,Tipo Fato,Tipo Particip,Idade Participante,Sexo,Genero,Estado Civil,Instrucao,Cor Cadastro,Cor Autodeclarada,Med Protetiva,Qtde Vit Domest Sexoougenero
9544765,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",11/9/2019,30/10/2023,AMEACA,Consumado,Suspeito(a),76,Masculino,,Divorciado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9606116,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",1/11/2019,30/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),39,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
9606475,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",1/11/2019,30/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),23,Masculino,,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
9606480,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",1/11/2019,30/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),23,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
9606484,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",1/11/2019,30/10/2023,AMEACA,Consumado,Suspeito(a),22,Masculino,,Solteiro(a),Não alfabetizado,Branca,Branca,Não se aplica,1
9606485,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",1/11/2019,30/10/2023,AMEACA,Consumado,Suspeito(a),53,Masculino,,Divorciado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9632432,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",25/11/2019,30/10/2023,AMEACA,Consumado,Suspeito(a),37,Masculino,Masculino,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
9640156,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",29/11/2019,30/10/2023,AMEACA,Consumado,Suspeito(a),29,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
9725081,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",13/2/2020,30/10/2023,AMEACA,Consumado,Suspeito(a),25,Masculino,Masculino,Solteiro(a),Ensino médio,Mulato,,Não se aplica,1
9740683,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",28/2/2020,30/10/2023,AMEACA,Consumado,Suspeito(a),38,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9743845,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",3/3/2020,30/10/2023,AMEACA,Consumado,Suspeito(a),55,Masculino,,Solteiro(a),Não informado,Mulato,,Não se aplica,1
9889968,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",5/8/2020,30/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),64,Masculino,,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
9890267,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",5/8/2020,30/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
9917745,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",1/9/2020,30/10/2023,LESAO CORPORAL LEVE,Consumado,Suspeito(a),24,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9917758,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",1/9/2020,30/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),25,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9924781,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",8/9/2020,30/10/2023,AMEACA,Consumado,Suspeito(a),54,Masculino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9951083,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",1/10/2020,30/10/2023,AMEACA,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
9951169,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",1/10/2020,30/10/2023,AMEACA,Consumado,Suspeito(a),53,Masculino,,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
9951176,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",1/10/2020,30/10/2023,AMEACA,Consumado,Suspeito(a),31,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
9982920,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",29/10/2020,30/10/2023,AMEACA,Consumado,Suspeito(a),43,Masculino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9982922,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",29/10/2020,30/10/2023,AMEACA,Consumado,Suspeito(a),41,Masculino,,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
9987314,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",4/11/2020,30/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),38,Masculino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9987390,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",4/11/2020,30/10/2023,AMEACA,Consumado,Suspeito(a),60,Masculino,,Solteiro(a),Não alfabetizado,Branca,Branca,Não se aplica,1
9990899,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",6/11/2020,30/10/2023,AMEACA,Consumado,Suspeito(a),48,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9993441,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",9/11/2020,30/10/2023,VIAS DE FATO,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
10033337,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",14/12/2020,30/10/2023,AMEACA,Consumado,Suspeito(a),29,Feminino,,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10033381,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",14/12/2020,30/10/2023,VIAS DE FATO,Consumado,Suspeito(a),53,Masculino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10080082,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",26/1/2021,30/10/2023,FURTO QUALIFICADO,Consumado,Suspeito(a),23,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10102982,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",17/2/2021,30/10/2023,ESTUPRO DE VULNERAVEL,Consumado,Suspeito(a),32,Masculino,,Solteiro(a),Ensino fundamental,Mulato,,Não se aplica,1
10183025,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",3/5/2021,30/10/2023,AMEACA,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Ensino superior,Preta,Preta,Não se aplica,1
10242934,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",28/6/2021,30/10/2023,AMEACA,Consumado,Suspeito(a),52,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10327631,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",15/9/2021,30/10/2023,VIAS DE FATO,Consumado,Suspeito(a),22,Masculino,,Casado(a),Ensino fundamental,Parda,Parda,Não se aplica,1
10350540,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",7/10/2021,30/10/2023,VIAS DE FATO,Consumado,Suspeito(a),22,Masculino,,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
10350554,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",7/10/2021,30/10/2023,VIAS DE FATO,Consumado,Suspeito(a),44,Masculino,,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
10398530,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",22/11/2021,30/10/2023,AMEACA,Consumado,Suspeito(a),44,Masculino,Masculino,Casado(a),Outros,Branca,Branca,Não se aplica,1
10458906,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",14/1/2022,30/10/2023,PERTURBACAO DO TRAB OU SOSSEGO ALHEIOS,Consumado,Acusado(a),36,Masculino,,Solteiro(a),Ensino médio,Parda,Parda,Não se aplica,1
10539729,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",28/3/2022,30/10/2023,INJURIA,Consumado,Suspeito(a),27,Masculino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10539729,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",28/3/2022,30/10/2023,INJURIA,Consumado,Suspeito(a),40,Masculino,,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
10717417,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",15/9/2022,30/10/2023,VIAS DE FATO,Consumado,Suspeito(a),34,Masculino,Masculino,Solteiro(a),Ensino superior,Branca,Branca,Não se aplica,1
10725753,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",23/9/2022,30/10/2023,INJURIA,Consumado,Suspeito(a),42,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
10761464,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",27/10/2022,30/10/2023,AMEACA,Consumado,Suspeito(a),47,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10761464,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",27/10/2022,30/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),48,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10801565,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",6/12/2022,30/10/2023,AMEACA,Consumado,Suspeito(a),23,Feminino,Feminino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10805517,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",9/12/2022,30/10/2023,AMEACA,Consumado,Suspeito(a),35,Masculino,Masculino,Amigado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10845577,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",16/1/2023,30/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),51,Masculino,Masculino,Casado(a),Ensino fundamental,Preta,Preta,Não se aplica,1
10847440,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",17/1/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),38,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
10876654,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",14/2/2023,30/10/2023,DANO,Consumado,Suspeito(a),58,Masculino,Masculino,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10877059,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",14/2/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),32,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
10877207,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",14/2/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),42,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10882263,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",17/2/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),22,Masculino,Masculino,Solteiro(a),Outros,Parda,Parda,Não se aplica,1
10889078,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",27/2/2023,30/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),19,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,,Não se aplica,1
10909134,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",15/3/2023,30/10/2023,VIAS DE FATO,Consumado,Suspeito(a),35,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
10921611,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",24/3/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),37,Masculino,Masculino,Casado(a),Outros,Branca,Branca,Não se aplica,1
10929230,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",30/3/2023,30/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),25,Masculino,Masculino,Solteiro(a),Outros,Preta,Preta,Não se aplica,1
10938850,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",10/4/2023,30/10/2023,VIAS DE FATO,Consumado,Suspeito(a),27,Masculino,Masculino,Não informado,Não informado,Branca,,Não se aplica,1
10946365,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",14/4/2023,30/10/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),44,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10962168,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",28/4/2023,30/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),34,Masculino,Masculino,Amigado(a),Não informado,Mulato,,Não se aplica,1
10965719,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",3/5/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),40,Masculino,Masculino,Divorciado(a),Ensino médio,Branca,Branca,Não se aplica,1
10974108,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",10/5/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),34,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10980350,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",16/5/2023,30/10/2023,ESTUPRO DE VULNERAVEL,Consumado,Suspeito(a),66,Masculino,Masculino,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
10981825,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",17/5/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),37,Feminino,Feminino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
10995711,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",30/5/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),38,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10997135,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",31/5/2023,30/10/2023,LESAO CORPORAL LEVE,Consumado,Suspeito(a),27,Masculino,Masculino,Amigado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10998159,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",1/6/2023,30/10/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),45,Masculino,Masculino,Não informado,Não informado,,,Não se aplica,2
11011073,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",14/6/2023,30/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),21,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11013689,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",15/6/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),43,Masculino,Masculino,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
11013980,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",15/6/2023,30/10/2023,PERTURBACAO DO TRAB OU SOSSEGO ALHEIOS,Consumado,Suspeito(a),40,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11029508,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",29/6/2023,30/10/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),55,Masculino,Masculino,Separado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11030095,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",29/6/2023,30/10/2023,LESAO CORPORAL GRAVISSIMA,Consumado,Suspeito(a),25,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11034850,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",4/7/2023,30/10/2023,PERSEGUICAO,Consumado,Suspeito(a),37,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11037619,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",6/7/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),43,Masculino,Masculino,Amigado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11041189,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",10/7/2023,30/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),34,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11052053,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",19/7/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),35,Masculino,Masculino,Divorciado(a),Ensino médio,Branca,Branca,Não se aplica,1
11062893,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",27/7/2023,30/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),35,Masculino,Masculino,Divorciado(a),Ensino médio,Branca,Branca,Não se aplica,1
11068613,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",2/8/2023,30/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),41,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11071041,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",4/8/2023,30/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),56,Masculino,Masculino,Solteiro(a),Não alfabetizado,Branca,Branca,Não se aplica,1
11088091,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",21/8/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11090022,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",22/8/2023,30/10/2023,APROPRIACAO INDEB BEM DE IDOSO,Consumado,Suspeito(a),47,Feminino,Feminino,Divorciado(a),Ensino médio,Parda,Parda,Não se aplica,1
11092365,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",24/8/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11093720,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",25/8/2023,30/10/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),43,Masculino,Masculino,Solteiro(a),Superior completo,Branca,Branca,Não se aplica,1
11096761,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",29/8/2023,30/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),35,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11109072,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",11/9/2023,30/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),46,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11120101,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",21/9/2023,30/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),51,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11120682,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",21/9/2023,30/10/2023,VIAS DE FATO,Consumado,Suspeito(a),18,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11122281,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",22/9/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),40,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11128427,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",28/9/2023,30/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),38,Masculino,Masculino,Solteiro(a),Ensino superior,Branca,Branca,Não se aplica,1
11131170,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",2/10/2023,30/10/2023,VIAS DE FATO,Consumado,Suspeito(a),26,Masculino,Masculino,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
11135816,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",5/10/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),69,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11135819,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",5/10/2023,30/10/2023,PERSEGUICAO,Consumado,Suspeito(a),48,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11147120,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",18/10/2023,30/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),44,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11147628,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",18/10/2023,30/10/2023,VIAS DE FATO,Consumado,Suspeito(a),20,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11150871,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",20/10/2023,30/10/2023,OUTROS CRIMES,Consumado,Suspeito(a),59,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11151222,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",20/10/2023,30/10/2023,PERSEGUICAO,Consumado,Suspeito(a),43,Masculino,Feminino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11151262,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",20/10/2023,30/10/2023,VIAS DE FATO,Consumado,Suspeito(a),37,Masculino,Masculino,Solteiro(a),Outros,Branca,Preta,Não se aplica,1
11153828,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",24/10/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),39,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11155250,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",25/10/2023,30/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),54,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11156029,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",26/10/2023,30/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),29,Masculino,Feminino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11156493,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",26/10/2023,30/10/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),20,Masculino,Masculino,Solteiro(a),Ensino médio,Parda,Parda,Não se aplica,1
11156508,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",26/10/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),28,Masculino,Masculino,Amigado(a),Ensino médio,Branca,Branca,Não se aplica,1
11157692,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",27/10/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),21,Masculino,Masculino,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11157797,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",27/10/2023,30/10/2023,PERSEGUICAO,Consumado,Suspeito(a),38,Feminino,Feminino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11158584,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",30/10/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11159346,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",30/10/2023,30/10/2023,VIAS DE FATO,Consumado,Suspeito(a),28,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11159364,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",30/10/2023,30/10/2023,VIOLACAO DE DOMICILIO,Consumado,Suspeito(a),39,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11159374,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",30/10/2023,30/10/2023,AMEACA,Consumado,Suspeito(a),57,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
8249145,Inquérito,Instaurado e Remetido,Não Elucidado,20/10/2016,30/10/2023,AMEACA,Consumado,Acusado(a),40,Masculino,,Casado(a),Não informado,Branca,Branca,Não se aplica,1
9048589,Inquérito,Instaurado e Remetido,Elucidado,31/7/2018,31/10/2023,LESAO CORPORAL,Consumado,Acusado(a),29,Masculino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9671886,Inquérito,Instaurado e Remetido,Elucidado,30/12/2019,31/10/2023,AMEACA,Consumado,Suspeito(a),27,Masculino,,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
9671886,Inquérito,Instaurado e Remetido,Elucidado,30/12/2019,31/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),27,Masculino,,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
9717360,Inquérito,Instaurado e Remetido,Elucidado,6/2/2020,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),30,Masculino,,Solteiro(a),Ensino superior,Branca,Branca,Não se aplica,1
10033377,Inquérito,Instaurado e Remetido,Elucidado,14/12/2020,31/10/2023,VIAS DE FATO,Consumado,Suspeito(a),30,Masculino,,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10113716,Inquérito,Instaurado e Remetido,Elucidado,25/2/2021,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),40,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10136557,Inquérito,Instaurado e Remetido,Elucidado,19/3/2021,31/10/2023,DANO,Consumado,Suspeito(a),37,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10222307,Inquérito,Instaurado e Remetido,Elucidado,9/6/2021,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),23,Masculino,,Solteiro(a),Ensino fundamental,Amarela,Amarela,Não se aplica,1
10222307,Inquérito,Instaurado e Remetido,Elucidado,9/6/2021,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),27,Masculino,,Amigado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10303743,Inquérito,Instaurado e Remetido,Elucidado,24/8/2021,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),52,Masculino,,Amigado(a),Outros,Branca,Branca,Não se aplica,1
10317822,Inquérito,Instaurado e Remetido,Elucidado,6/9/2021,31/10/2023,PERSEGUICAO,Consumado,Suspeito(a),49,Masculino,,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10317831,Inquérito,Instaurado e Remetido,Elucidado,6/9/2021,31/10/2023,PERSEGUICAO,Consumado,Suspeito(a),42,Masculino,,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
