Ano Fato,Ano,Tipo Particip,Idade Participante,Sexo,Genero,Estado Civil,Instrucao,Cor Cadastro,Cor Autodeclarada,Grupo Fato,Desc Fato,Tipo Fato,Med Protetiva,Lat,Lng,Bairro,Municipio,Qtde Vit Domest Sexoougenero,Nro Int Ocor
2012,2012,Vítima,30.0,Feminino,,Solteiro(a),Semialfabetizado,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,A MORROS-B NOVO,PORTO ALEGRE,1,21506046.0
2012,2012,Vítima,37.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,,PORTO ALEGRE,1,22091399.0
2012,2012,Vítima,10.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,,PORTO ALEGRE,1,21603771.0
2012,2012,Vítima,49.0,Feminino,,Casado(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,C A BORGES,PORTO ALEGRE,1,23065442.0
2012,2012,Vítima,22.0,Feminino,,Casado(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,,PORTO ALEGRE,1,21473985.0
2012,2012,Vítima,30.0,Feminino,,Solteiro(a),Ensino fundamental,Mulato,Mulato,CRIMES,AMEACA,Consumado,Não solicitada,,,VL NOVA RESTINGA,PORTO ALEGRE,1,21467327.0
2012,2012,Vítima,47.0,Feminino,,Casado(a),Ensino médio,Branca,Branca,CRIMES,ESTELIONATO,Consumado,Não solicitada,,,R BRANCO-P ALVES,PORTO ALEGRE,1,21440821.0
2012,2012,Vítima,53.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,INJURIA,Consumado,Solicitada,,,,PORTO ALEGRE,1,22067187.0
2012,2012,Vítima,18.0,Feminino,,Solteiro(a),Ensino fundamental,Parda,Mulato,CRIMES,AMEACA,Consumado,Não solicitada,,,RESTINGA C BOMBEIRO,PORTO ALEGRE,1,21744113.0
2012,2012,Vítima,32.0,Feminino,,Solteiro(a),Semialfabetizado,Preta,Preta,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,ASA BRANCA/SARANDI,PORTO ALEGRE,1,21460857.0
2012,2012,Vítima,18.0,Feminino,,Amigado(a),Semialfabetizado,Preta,Preta,CRIMES,LESAO CORPORAL LEVE,Consumado,Solicitada,,,CENTRO,PORTO ALEGRE,1,21619172.0
2012,2012,Vítima,42.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,CENTRO-P BELAS,PORTO ALEGRE,1,22688208.0
2012,2012,Vítima,49.0,Feminino,,Casado(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,,PORTO ALEGRE,1,22055215.0
2012,2012,Vítima,45.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,INJURIA,Consumado,Não solicitada,,,,PORTO ALEGRE,1,21566013.0
2012,2012,Vítima,25.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,JD BOTANICO-PARTENON,PORTO ALEGRE,1,21444240.0
2012,2012,Vítima,42.0,Feminino,,Casado(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,CENTRO,PORTO ALEGRE,1,21419911.0
2012,2012,Vítima,65.0,Feminino,,Viúvo(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,INTERCAP,PORTO ALEGRE,1,22098667.0
2012,2012,Vítima,28.0,Feminino,,Solteiro(a),Semialfabetizado,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,,PORTO ALEGRE,1,22084720.0
2012,2012,Vítima,29.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,L PINHEIRO-LAMI,PORTO ALEGRE,1,22076683.0
2012,2012,Vítima,21.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,VILA AMAZONIA,PORTO ALEGRE,1,22076881.0
2012,2012,Vítima,0.0,Feminino,,Solteiro(a),Não alfabetizado,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,,PORTO ALEGRE,2,21475953.0
2012,2012,Vítima,38.0,Feminino,,Casado(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,PITINGA/RESTINGA,PORTO ALEGRE,1,22086168.0
2012,2012,Vítima,46.0,Feminino,,Solteiro(a),Ensino superior,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,P BELAS/AZENHA,PORTO ALEGRE,1,22079051.0
2012,2012,Vítima,46.0,Feminino,,Solteiro(a),Ensino superior,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,P BELAS/AZENHA,PORTO ALEGRE,1,23018656.0
2012,2012,Vítima,35.0,Feminino,,Casado(a),Ensino médio,Branca,Mulato,CRIMES,AMEACA,Consumado,Solicitada,,,S JOSE,PORTO ALEGRE,1,22055581.0
2012,2012,Vítima,18.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,CASA 5/B NOVO,PORTO ALEGRE,1,22086190.0
2012,2012,Vítima,23.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,,PORTO ALEGRE,1,22140856.0
2012,2012,Vítima,15.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,,PORTO ALEGRE,2,21475953.0
2012,2012,Vítima,28.0,Feminino,,Solteiro(a),Ensino superior,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,CENTRO,PORTO ALEGRE,1,21464941.0
2012,2012,Vítima,34.0,Feminino,,Casado(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,BL C2 NUCLEO 11,PORTO ALEGRE,1,21439024.0
2012,2012,Vítima,22.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,IPANEMA-B NOVO,PORTO ALEGRE,1,24368955.0
2012,2012,Vítima,65.0,Feminino,,Casado(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,,PORTO ALEGRE,1,22565079.0
2012,2012,Vítima,28.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,JARDIM OUTEIRAL - V,PORTO ALEGRE,1,21428314.0
2012,2012,Vítima,27.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,FLORESTA-NAVEGANTES,PORTO ALEGRE,1,21528041.0
2012,2012,Vítima,19.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,,PORTO ALEGRE,1,23980049.0
2012,2012,Vítima,19.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,S JOAO-SARANDI,PORTO ALEGRE,1,22468868.0
2012,2012,Vítima,41.0,Feminino,,Casado(a),Ensino médio,Parda,Parda,CRIMES,AMEACA,Consumado,Não solicitada,,,A MORROS,PORTO ALEGRE,1,24174263.0
2012,2012,Vítima,33.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,ESTELIONATO,Consumado,Não solicitada,,,FLORESTA/P DAREIA,PORTO ALEGRE,1,21426456.0
2012,2012,Vítima,38.0,Feminino,,Solteiro(a),Ensino fundamental,Parda,Mulato,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,L.PINHEIRO,PORTO ALEGRE,1,22507105.0
2012,2012,Vítima,41.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,,PORTO ALEGRE,1,21891301.0
2012,2012,Vítima,29.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,S JOSE,PORTO ALEGRE,1,21433663.0
2012,2012,Vítima,30.0,Feminino,,Solteiro(a),Semialfabetizado,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,MAPA,PORTO ALEGRE,1,21522332.0
2012,2012,Vítima,24.0,Feminino,,Amigado(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,PART-PETROP,PORTO ALEGRE,1,23003072.0
2012,2012,Vítima,26.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,CONSTRANGIMENTO ILEGAL,Consumado,Não solicitada,,,CENTRO,PORTO ALEGRE,1,21799054.0
2012,2012,Vítima,39.0,Feminino,,Solteiro(a),Ensino fundamental,Parda,Mulato,CRIMES,AMEACA,Consumado,Solicitada,,,CENTRO,PORTO ALEGRE,1,21518012.0
2012,2012,Vítima,40.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,INJURIA,Consumado,Não solicitada,,,PETROPOLIS-PARTENON,PORTO ALEGRE,1,22078833.0
2012,2012,Vítima,12.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,TRISTEZA/CAVALHADA,PORTO ALEGRE,1,22494841.0
2012,2012,Vítima,30.0,Feminino,,Solteiro(a),Semialfabetizado,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,,PORTO ALEGRE,1,21640414.0
2012,2012,Vítima,41.0,Feminino,,Solteiro(a),Semialfabetizado,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,VL NOVA-A MORROS,PORTO ALEGRE,1,21499811.0
2012,2012,Vítima,28.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,JD BOTANICO-PARTENON,PORTO ALEGRE,1,22055684.0
2012,2012,Vítima,39.0,Feminino,,Solteiro(a),Ensino fundamental,Preta,Preta,CRIMES,AMEACA,Consumado,Solicitada,,,A PETROPOLIS-P ALVES,PORTO ALEGRE,1,21445391.0
2012,2012,Vítima,21.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,AP BORGES,PORTO ALEGRE,1,21469890.0
2012,2012,Vítima,33.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,SANTA ISABEL,PORTO ALEGRE,1,22116051.0
2012,2012,Vítima,18.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,VL NOVA RESTINGA,PORTO ALEGRE,1,21435679.0
2012,2012,Vítima,55.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,,PORTO ALEGRE,1,21470095.0
2012,2012,Vítima,36.0,Feminino,,Casado(a),Ensino médio,Branca,Branca,CRIMES,INJURIA,Consumado,Não solicitada,,,VL INTERCAP,PORTO ALEGRE,1,21434578.0
2012,2012,Vítima,15.0,Feminino,,Solteiro(a),Semialfabetizado,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,VILA NOVA/BLOCO E,PORTO ALEGRE,1,22939585.0
2012,2012,Vítima,47.0,Feminino,,Separado(a),Ensino superior,Branca,Branca,CRIMES,CALUNIA,Consumado,Não solicitada,,,,PORTO ALEGRE,1,21436268.0
2012,2012,Vítima,32.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,JD ITU-SABARA,PORTO ALEGRE,1,22078760.0
2012,2012,Vítima,33.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,CENTRO,PORTO ALEGRE,1,22084373.0
2012,2012,Vítima,30.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,,PORTO ALEGRE,1,22077037.0
2012,2012,Vítima,51.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,CALUNIA,Consumado,Não solicitada,,,CENTRO,PORTO ALEGRE,1,24660756.0
2012,2012,Vítima,17.0,Feminino,,Amigado(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,"CIADADE DE DEUS, CAV",PORTO ALEGRE,1,22106642.0
2012,2012,Vítima,68.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,DIFAMACAO,Consumado,Não solicitada,,,CENTRO,PORTO ALEGRE,1,21507006.0
2012,2012,Vítima,41.0,Feminino,,Solteiro(a),Ensino fundamental,Preta,Mulato,CRIMES,AMEACA,Consumado,Não solicitada,,,P ALVES,PORTO ALEGRE,1,21586755.0
2012,2012,Vítima,17.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,,PORTO ALEGRE,1,22084618.0
2012,2012,Vítima,40.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,R.BERTA.,PORTO ALEGRE,1,21493240.0
2012,2012,Vítima,25.0,Feminino,,Solteiro(a),Ensino médio,Branca,Mulato,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,,PORTO ALEGRE,1,22090841.0
2012,2012,Vítima,43.0,Feminino,,Solteiro(a),Semialfabetizado,Preta,Preta,CRIMES,AMEACA,Consumado,Não solicitada,,,CENTRO,PORTO ALEGRE,1,22275612.0
2012,2012,Vítima,29.0,Feminino,,Solteiro(a),Ensino fundamental,Preta,Preta,CRIMES,AMEACA,Consumado,Não solicitada,,,TIMBAUVA,PORTO ALEGRE,1,21651309.0
2012,2012,Vítima,26.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,DANO,Consumado,Não solicitada,,,,PORTO ALEGRE,1,21446690.0
2012,2012,Vítima,34.0,Feminino,,Casado(a),Ensino superior,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,R BRANCO-P ALVES,PORTO ALEGRE,1,22123310.0
2012,2012,Vítima,50.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,PARQUE HUMAITA,PORTO ALEGRE,1,22924468.0
2012,2012,Vítima,24.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,PARTENON-S JOSE-AGRO,PORTO ALEGRE,1,22167080.0
2012,2012,Vítima,38.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,CENTRO,PORTO ALEGRE,1,21493032.0
2012,2012,Vítima,30.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,,PORTO ALEGRE,1,22084066.0
2012,2012,Vítima,23.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,CASCATA-EMBRATEL,PORTO ALEGRE,1,22343256.0
2012,2012,Vítima,64.0,Feminino,,Casado(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,JD ITU-SABARA,PORTO ALEGRE,1,21533908.0
2012,2012,Vítima,55.0,Feminino,,Casado(a),Semialfabetizado,Preta,Preta,CRIMES,DANO,Consumado,Não solicitada,,,S JOSE,PORTO ALEGRE,1,21923295.0
2012,2012,Vítima,21.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,S. TERESA,PORTO ALEGRE,1,21916509.0
2012,2012,Vítima,36.0,Feminino,,Solteiro(a),Ensino fundamental,Parda,Mulato,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,ILHA DAS FLORES,PORTO ALEGRE,1,22086008.0
2012,2012,Vítima,25.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,P ALVES,PORTO ALEGRE,1,22086294.0
2012,2012,Vítima,84.0,Feminino,,Desquitado(a),Ensino fundamental,Branca,Branca,CRIMES,MAUS TRATOS,Consumado,Não solicitada,,,S JOSE,PORTO ALEGRE,1,23218922.0
2012,2012,Vítima,25.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,VILA NOVA CHOCOLATAO,PORTO ALEGRE,2,22085279.0
2012,2012,Vítima,20.0,Feminino,,Solteiro(a),Semialfabetizado,Preta,Preta,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,VILA NOVA CHOCOLATAO,PORTO ALEGRE,2,22085279.0
2012,2012,Vítima,17.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,CASCATA-EMBRATEL,PORTO ALEGRE,1,21709092.0
2012,2012,Vítima,20.0,Feminino,,Solteiro(a),Ensino fundamental,Preta,Mulato,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,,PORTO ALEGRE,1,22083961.0
2012,2012,Vítima,27.0,Feminino,,Solteiro(a),Ensino fundamental,Preta,Preta,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,S JOSE,PORTO ALEGRE,1,22084059.0
2012,2012,Vítima,24.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,N SRA GRACAS,PORTO ALEGRE,1,21449467.0
2012,2012,Vítima,25.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,VILA NOVA - IPANEMA,PORTO ALEGRE,1,22085222.0
2012,2012,Vítima,13.0,Feminino,,Solteiro(a),Semialfabetizado,Parda,Parda,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,S JOSE,PORTO ALEGRE,1,21850443.0
2012,2012,Vítima,36.0,Feminino,,Casado(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,VL NOVA-A MORROS,PORTO ALEGRE,1,22099710.0
2012,2012,Vítima,25.0,Feminino,,Solteiro(a),Ensino fundamental,Parda,Mulato,CRIMES,AMEACA,Consumado,Não solicitada,,,ILHA DA FLORES,PORTO ALEGRE,1,22099911.0
2012,2012,Vítima,39.0,Feminino,,Solteiro(a),Ensino médio,Preta,Preta,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,,PORTO ALEGRE,1,21494323.0
2012,2012,Vítima,20.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,VIOLACAO DE DOMICILIO,Consumado,Não solicitada,,,V. STA MARIA,PORTO ALEGRE,1,21471138.0
2012,2012,Vítima,22.0,Feminino,,Solteiro(a),Ensino fundamental,Preta,Preta,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,,PORTO ALEGRE,1,22091146.0
2012,2012,Vítima,35.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,INJURIA,Consumado,Solicitada,,,FLORESTA/P DAREIA,PORTO ALEGRE,1,22085032.0
2012,2012,Vítima,2.0,Feminino,,Solteiro(a),Não alfabetizado,Branca,Branca,CRIMES,ESTUPRO,Consumado,Não solicitada,,,TRISTEZA-CAVALHADA,PORTO ALEGRE,1,22478053.0
2012,2012,Vítima,20.0,Feminino,,Solteiro(a),Semialfabetizado,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,ILHA DO PAVAO,PORTO ALEGRE,1,22085205.0
2012,2012,Vítima,29.0,Feminino,,Solteiro(a),Ensino fundamental,Preta,Preta,CRIMES,AMEACA,Consumado,Não solicitada,,,CENTRO-P BELAS,PORTO ALEGRE,1,21635296.0
2012,2012,Vítima,41.0,Feminino,,Casado(a),Ensino superior,Branca,Branca,CRIMES,INJURIA,Consumado,Não solicitada,,,AP BORGES-GLORIA,PORTO ALEGRE,1,21491380.0
2012,2012,Vítima,73.0,Feminino,,Casado(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,A MORROS,PORTO ALEGRE,1,22964081.0
2012,2012,Vítima,12.0,Feminino,,Não informado,Não informado,,,CRIMES,ESTUPRO,Consumado,Não solicitada,,,RESTINGA-L PINHEIRO,PORTO ALEGRE,1,22342950.0
2012,2012,Vítima,50.0,Feminino,,Casado(a),Ensino superior,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,,PORTO ALEGRE,1,22943957.0
2012,2012,Vítima,38.0,Feminino,,Separado(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,CASCATA-EMBRATEL,PORTO ALEGRE,1,21574566.0
2012,2012,Vítima,23.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,P AREIA,PORTO ALEGRE,1,21454627.0
2012,2012,Vítima,68.0,Feminino,,Viúvo(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,,PORTO ALEGRE,1,22941265.0
2012,2012,Vítima,36.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,ILHA DO PAVAO,PORTO ALEGRE,1,22945590.0
2012,2012,Vítima,38.0,Feminino,,Separado(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,CENTRO,PORTO ALEGRE,1,21574567.0
2012,2012,Vítima,22.0,Feminino,,Solteiro(a),Ensino fundamental,Preta,Mulato,CRIMES,LESAO CORPORAL LEVE,Consumado,Solicitada,,,IPANEMA-GUARUJA,PORTO ALEGRE,1,22068848.0
2012,2012,Vítima,25.0,Feminino,,Amigado(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,MORADA DA HIPICA,PORTO ALEGRE,1,22905040.0
2012,2012,Vítima,69.0,Feminino,,Desquitado(a),Ensino fundamental,Branca,Branca,CRIMES,MAUS TRATOS,Consumado,Solicitada,,,NOVA GLEBA,PORTO ALEGRE,1,22453845.0
2012,2012,Vítima,17.0,Feminino,,Solteiro(a),Ensino médio,Parda,Parda,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,S JOSE,PORTO ALEGRE,1,21842971.0
2012,2012,Vítima,21.0,Feminino,,Amigado(a),Ensino médio,,,CRIMES,AMEACA,Tentado,Não solicitada,,,A MORROS,PORTO ALEGRE,1,21451066.0
2012,2012,Vítima,36.0,Feminino,,Solteiro(a),Ensino superior,Preta,Preta,CRIMES,ESTELIONATO,Consumado,Não solicitada,,,R BRANCO-P ALVES,PORTO ALEGRE,1,21458388.0
2012,2012,Vítima,26.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,RESTINGA-L PINHEIRO,PORTO ALEGRE,1,22106653.0
2012,2012,Vítima,24.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Não solicitada,,,R BRANCO-P ALVES,PORTO ALEGRE,1,21987853.0
2012,2012,Vítima,30.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,AP BORGES,PORTO ALEGRE,1,22068667.0
2012,2012,Vítima,38.0,Feminino,,Casado(a),Ensino médio,Branca,Branca,CRIMES,INJURIA,Consumado,Solicitada,,,,PORTO ALEGRE,1,22093080.0
2012,2012,Vítima,17.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,AGRONOMIA-N SRA GRAC,PORTO ALEGRE,1,22106104.0
2012,2012,Vítima,26.0,Feminino,,Solteiro(a),Ensino médio,Branca,Mulato,CRIMES,AMEACA,Consumado,Não solicitada,,,,PORTO ALEGRE,1,22949011.0
2012,2012,Vítima,51.0,Feminino,,Amigado(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,VILA NOVA/MTE CRISTO,PORTO ALEGRE,1,22135735.0
2012,2012,Vítima,30.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,R.BERTA,PORTO ALEGRE,1,22106354.0
2012,2012,Vítima,34.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,RESTINGA-L PINHEIRO,PORTO ALEGRE,1,21646240.0
2012,2012,Vítima,38.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,A MORROS,PORTO ALEGRE,1,22086076.0
2012,2012,Vítima,39.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,VL REST VELHA,PORTO ALEGRE,1,22106647.0
2012,2012,Vítima,34.0,Feminino,,Casado(a),Ensino superior,Branca,Branca,CRIMES,ROUBO DE VEICULO,Consumado,Não solicitada,,,VL INTERCAP,PORTO ALEGRE,1,21457833.0
2012,2012,Vítima,26.0,Feminino,,Solteiro(a),Ensino superior,Branca,Branca,CRIMES,ESTELIONATO,Consumado,Não solicitada,,,CENTRO,PORTO ALEGRE,1,21686490.0
2012,2012,Vítima,20.0,Feminino,,Solteiro(a),Ensino fundamental,Parda,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,,PORTO ALEGRE,1,22181025.0
2012,2012,Vítima,26.0,Feminino,,Casado(a),Ensino fundamental,Branca,Branca,CRIMES,LESAO CORPORAL,Consumado,Solicitada,,,CENTRO,PORTO ALEGRE,1,22086067.0
2012,2012,Vítima,42.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,CENTRO,PORTO ALEGRE,1,22098539.0
2012,2012,Vítima,33.0,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,A MORROS,PORTO ALEGRE,1,21510314.0
2012,2012,Vítima,33.0,Feminino,,Solteiro(a),Ensino superior,Branca,Branca,CRIMES,DIFAMACAO,Consumado,Não solicitada,,,AZENHA-GLORIA-BVELHO,PORTO ALEGRE,1,21479360.0
2012,2012,Vítima,18.0,Feminino,,Solteiro(a),Ensino fundamental,Parda,Mulato,CRIMES,AMEACA,Consumado,Não solicitada,,,5A UNID RESTINGA,PORTO ALEGRE,1,22141187.0
2012,2012,Vítima,37.0,Feminino,,Solteiro(a),Ensino médio,Preta,Mulato,CRIMES,INJURIA,Consumado,Não solicitada,,,,PORTO ALEGRE,1,21472479.0
2012,2012,Vítima,56.0,Feminino,,Casado(a),Ensino médio,Branca,Branca,CRIMES,AMEACA,Consumado,Solicitada,,,R BRANCO-P ALVES,PORTO ALEGRE,1,22091289.0
2012,2012,Vítima,30.0,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,CRIMES,AMEACA,Consumado,Não solicitada,,,,PORTO ALEGRE,1,21548684.0
2012,2012,Vítima,31.0,Feminino,,Solteiro(a),Ensino superior,Branca,Branca,CRIMES,ESTELIONATO,Consumado,Não solicitada,,,CENTRO,PORTO ALEGRE,1,21485154.0
